paper_id,in silico,in vitro,in vivo,Systematic review or meta-analysis of RCTs,RCT,Non-randomized controlled trial,Comparative study,Descriptive study,Systematic review or meta-analysis of studies other than RCTs,Other
05fcde0b042a42310a19070fae6de9a2a9935e71,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
0738152fba8d21b4ae77293a3e2bfd5019a537a7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0739cffe7d2e7b6785f9ef0a35f3286202caad3b,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
073d9b195e4d3e325a8ec7cd30b9ec23bb0a00a7,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
0760e79585cd85c7e9a59f88188b915955aa3926,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
091a8e9a61e19e88caeb039f0e3888d111b20439,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
096797c22e471cc23384fd840a53cc6a0f454529,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
09879c5f821a55063fb3952102d9e0148c30ba93,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
099f868a3f69edeaa0c00226f1c4b35c1bd2fb4e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
0aa3eda0fb09bf9f55864fc2b9157b9317f62323,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
0ad29b032fe87db2641893f4cc880c22f2107712,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
0aff00101d5ccc6592987185ab833f95d842f98b,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0b227d1996bc5dfd895b43f6c6e2449c58252c67,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
0b282573f5c63c943021c10ca39a1ed21acfb429,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0b9583908e91f87840a0f844e7c4ebb546482c50,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
0bd443591b5e10934beef050b516afeca6b668fe,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0c1c5de8aaed14c36cdaaa3bbdb6349bc2fd0431,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
0c27c0ddaa4761f6155838df81a88d24619720f8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0c88aef176b70c6b11a51028124680237a6e5abd,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
0cad40f50e41144e8b64744251515eca8cfac5f7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
0cfbd799dde9aedd35ace107455d6b0bee8fa640,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
0e154f30a23e2d11bc5674354f3f7c74fb6a0008,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0e88d4fb23740a8d59ec3b36256db8f99231929d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
0eda8331214ca028350b07e2953702f3078a105e,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0efa3d98b741783872bbc16745f163a27b39a59e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
0f1faecb3cb3cf441c0092fa858da8616c274a73,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0f8451b64b7aa2e642036d79efc1969125c45873,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
1008bb267f9b05fcec7b715eab47f4a5c659c7dd,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
10138816c67a562b55bc9c2b882b62c81fc4b062,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
10525ac89e46be4cb9cb9fd1131d28411a902047,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
10863afad42bd90c26ae6351df79cfc98e5ef1d2,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
10aa307dc5239e819a19dd696b7f3e5bd34a37b1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
11875dfda6cd04d5032611edf0e340582ceb620f,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
11ccc8d0c6d5b3297821a0e39535ce9dcb4810ef,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
11e4df66b6fc6a6eae28a01eb057cef1bf5fadf6,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
11edcc84add7b4bfe1f7cc84068a06ff9b7398b2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1218f278a4f8d83dac14b23c8f698062812ef9d5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
12fac9aedb1a09a3922a3c084ce4723708e463d6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
132837acbb324a3845909b6482b90045b25519ca,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
132e94687b6ac1d68f3a33dcf090bc6f5865bb98,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1339020950779e2d6faed77eb64f73a709c7a837,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
13401b5c313535668583accd7dccaae14a3fea36,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
139b9a993204af8852fbdb685a455ee770eb481a,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
13bdc1078ca5091bfd346a4ecc5dacb6566480d9,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
13f8fe9cd4b06843fce134699ecc8b89cf6a2353,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
14220553c9160c06bb99f59d59e6a8ecf3595226,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
144e25dac178c0cdf69c63796078a98dded8538f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
14b60a25791d523218d16573129f3c7e317b7f37,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
14c756dfe065a0ed1ff950195576f8975d209c93,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
158e546658e42ab0a89d174bc9facb437a034df6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
159542778cfb78258a07f195a5b4aaf400cdcbcb,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
15bad8368522a05f32dee771e5a8259f0e9cbbfd,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
15e5dd0eb126bfe384c25ba551317eb9ba2ad1ef,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
164cd0f47ec5e16320c3f9584d309f9d332a3062,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
165562ba942e0a8aa506fdf31fd8ade1a7e0ef1e,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1691f7f33cbff2bacf20960af0bc8ab72ee531b9,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
16bfa83d011a2f290843d20f6850d8ea08a853ae,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
16fc3ea80fcf22241771cba8952982d0faf82a66,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
17307ab6eda64e1538da204c02114dd36a9b7fd6,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
179df1e769292dd113cef1b54b0b43213e6b5c97,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
17bc8a3fc60e75b5c789089db53fc8c609737fd3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
181b7b57851e6f58a601b68e613d10c10616f774,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
18f11e6900b1a76027c33f5e61ae9cb66d7d2370,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
192e7d37cf521798de0394c2ad593f2bb77f5a77,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
19543f1c6c501e70297919f68504d1957e459c63,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
1989bf8f3de6079242e304cf7fe487f2900a9bbe,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
1998d5089e3f1dd2bf383c59a268b731440e5291,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
19bc9648d12dc6b7ca757f82dcd182c03111691e,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
19fac1b4b535f073170a501d42273e8124861bf0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1a12f8004e57cbdc497edada74fdfd8431f4a9eb,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
1a48450da54865731ffe01c0e289a63065b3b1fd,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1ac95b89c54a4e0cc48f2f8f2dca78e69217af43,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1b8a085682d10dad4baf90417a8cbcde144cc8c9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1c0ae4beee003ecb59ff15f81ed8f22cd9451353,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1ca4dc2cbd2171a1b471d103caa4bb5d1f057eef,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
1cc16427f0accab0051485dbbb73dbce1d0848e4,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
1cd3dfd835b0d7ce8c75f2e615e36ea410cb476d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1cf06efb631fff1394f207cd3ad09376ed85f8cb,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
1d7f8850c5244fdc9b387038e7eeae9bcbbde6d2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
1e9719d2d1a523240172b19f822f7a956c553fdf,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1ef4b7e4a7fad1570e093426bb5aec602b0ae237,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
1efd8ee0124faf388961ff309a10ca2cfba5268c,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1f5138ab488c10f2d25c938f10db8acdb561edbf,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1f7b47ec5e68a274a145bddd152303eba2f9d035,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
1f80f32ab88715153f9690b096115e53f2fd6121,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
1fe8e5f5709aa0e7fb3971ce721c27b879020e6e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
207dcb6e3cd43cdea91d29a15be1ee34068bd54e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
210a892deb1c61577f6fba58505fd65356ce6636,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
214dab2df897f446aeb40d3b31750861e79d13ca,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
215e667edcc02054361258755a4db8bca18a4e9b,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
22212b4c01be73b039da9396b7d20fb4a3429cb5,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
225dcc064bf0264110cae5252206ffeb24a7a170,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
22d9cbf4299bbbe5ec15c0c9950d2690bf0fd0eb,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
2365df72b5a011f1a1a38b615f6cd87a126d311e,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
23a2c32c86891deabe9176b41434f3ed202a5055,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
241dbe189937800ffeddfdafbac58ceec96948d3,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
24f204ce5a1a4d752dc9ea7525082d225caed8b3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
2536b83acf84368d7c13be81fe07aa0575115da7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
264e0644c0e8fec8825c5a709103743dd99ea722,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
26be3fcc6faf246e9c4ef47c2af9cd1f835bc204,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
26e75d3c815aae7fd9b094c3e5c74d3f7132ca13,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2735c2e5b493fd4e7b7c4ec3d44a775f9399aa0d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
2793131bcb54871487ad7183e6b19211b6d5b64f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
27e7464ae5d36ea383d853dcfc8a77ac0871a776,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
28750ae423bceec7befb82f2b857f9d2ce989e90,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
28af8fb783b6180c247285955b5e48df75947819,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
2afcf2ab2330cb56ec493f82d87fa0c5b5f076e9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
2afff5fe89a3e3ec270a41c2b929dfeec68d7d50,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
2b2b1ce02feccccc3d52c627f5d4bde1d2951b5d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2c006d09b6fccc527bf5ee3de0f165b018c39e73,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2c33d7f0e90a4a8a7e7be1d56308496b7e13dad5,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
2cb75a42281bf540c142bec979a4bc66da597a3a,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
2cc809ed4d5c3640ee2351fdb1876e8ff6c01b51,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2cd9b37d110968368ce6f837e002788ac6158af8,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2e28d846c5181c13e9ff54ef725fb009dd966b47,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2ea1b31d8e9b2d8e4f980c0fd269f75dad4d1d75,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2eac7de1c407d9eab13a6d538142cd21a814ee7b,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
2fe50dbad09e09a3624d119cb057b9c46da71391,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
2fef425f6ba67b76292a3adbd2a1385c0114e1c7,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
3028628066ec2401f3981f4e70c5b1acd4cef573,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
302e4f082da6faaaa9b53bcdaea98c30ae148326,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
3034d4ed2359a4706ff9f5096b1945eaa3b8bd1f,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
3065f9bd3f5cbaad08a1f0e35f5781ccd0857cd7,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
30b5c7b8faf95265f67ae59f4686eaf9b2772893,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
310122c497498a3be55d1984730142fcf414a4c3,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
310f2c636d121f3a0e48ccaf6b97e4c3c8ce5abe,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
31710abfafa1ad587d8a91fa45fa621c432fef9c,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
32d7635948b54f9ce6f019847fd57fe95306f721,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
3379f2ad661859b90114bf78804f5c11ef84e3d7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
33a6aa86bb6fe30251d7f2c1f64c5b7a94c391a0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
341192a37fe4b204f5c268b4f703db8688fde590,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
342100efd557117568d971aa59f162620f3b9fcb,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
34483f6b88d4999066d631b65cdf0f256d305b6f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
349104eb16d3c08e212c6ee78230d8778621c40f,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
34b579a5dc92a982bab43f21a0761477094c83ff,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
3599c933334227fd95014d36baa4b87e41ffd1e1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
361d5def0b09fdea7a73f8bc7c1b159ded4bc54d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3638c712297a30a3ab860eb46808ecf6684693d8,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
36521caf90f471c9da1a4e84f8562440d73ead9a,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
36a5f6d55d7c5f67d4344e36da0a72856ad3dda0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
36c129aaa051ff049a4d92fbf4f388e340a865c8,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
36fa6c04eaf8e66dd3bc6f6767d369a55feab7b4,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
3830956b224cab51286f698411e7aa21112cfa1e,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
38486671848611786384f2cc0a49066c5fca595f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
38a33f302357e8dced322858ad61fe20b876d445,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
38e11c8f1faafecbcaa457bc8c1443436883be47,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
38eee3781e1192464696b9a1164834259214cde9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
39ab0e9d7a93e6a7483bf4851e69cd66d2653256,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
3a60c19b5cc401e24f815f8924010e77bed7579d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3af55110dc6a758897baf6783d8a8263f71240aa,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
3afd5fba7dc182ddfa769c0d766134b525581005,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
3b181a741d4beafda3ba3a8fc68239493d49f6aa,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
3c43e9e66c5b384ac03f0067bc8d16a9efdd5fb9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
3c6649c7f1f9c7e71a0ae8980ac71429d2bca398,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
3cdb4118771d5dd2bcd48fdc92397e78c21f10e3,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
3d15f9807bf8ce28bcecdf2423a7f0f3a8874cdb,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
3d2b956498bd9c38ea278c7ed789e87b332bf295,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3d498994d143a4ed7cc381700a19f2790d46bb36,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3d6462be232a3f4b4aab41386a74bb8e6a118b44,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3e1354ded8a830a1c42fb47c2bd66558863d398b,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
3e8286a0531a46c267f34d20e60a4754c2391a09,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
3fe2552d3d8e6c9ead2c41e30fbb69e917277f53,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4025115c646713cd5fc71cdf3c96cc235152d9b0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0
403d1861771bf1e5e3625b0f86247d7134c3873d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
407207cc711d3067f35c04426fa4055ccb37ccfb,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
4090d8537051fae501355bc567dc2dec620762eb,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
41daa89b58c6a460cb5c904f000de9a0a18cadc0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4241f93b9e7128d98e8b1e81a410999283bc3599,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4277d45726b61850deb6a0a4b2cabe450127ec69,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
42a8d5fd943cd29a518ec9683f549f105aac92f8,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
430088e2d738c4c20413082888b2666668c9105f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4346e63e692fcda7d3076d25df3e6f50b9c31407,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
4424d28032612c98a50bf8654f61badc6cd22c55,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
44a5bfa3f7ab0f7df199e81440995ab24b8e1c58,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
45523543ee79c407ef9468654b35856ff50546c5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
45f6818a37c16f974f9be1d2e94e0ff5b9887c4d,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
461a32146936c2db3491cfe5fe95fbabae4a3d27,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
46634d03aa169aab9c372746ebaf3aaa65d7c7d9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
4753feb97a6db2b1172caa96791e23e96ac9d287,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
47599902cfeaaf5cea64838d8179f9ac326a38ea,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
47a7579cf81744a0a83b1b64cc9017fb600452cd,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
47f712045703598346e7d27522112eb8611b16c5,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
48656efc59191537073975938f25f201524971af,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
48b7966e4d83d9e9789c35151fd6d870dbc6551a,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0
48ef897af4afe516390a5a80e0495dd6b72a111d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
48f486ccea11b4ba01186e287124316c962857f7,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
49391a17a2ab396eee878283e8a81d27c69f0ba0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
49ac69f362c27acbc6de0c5cbb640267e7a1e797,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4acb83c4e07408c4c244a047ee85091c9e0a48ed,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
4adec5ddbe1bd175bbcc5eb5cdf8b4e70ad8c6bd,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
4b56993a4d0f091e70ef5dec2e5a61c3043f752e,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
4b9095006b29e8a479ac8ab28ebf796c39253330,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1
4bd697fdded7ee65154e28def586a7e9b60e7078,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4c64fdedbafa647d17c84faa5a8853c5d824a6f0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
4c84d1153daa335f5ff6d61db665024b32ac8195,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4cc91ce442f6fd13456d4e51508605fbcf891ecd,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0
4d186611ecffce20666431e3e9988308833c0236,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
4d1e612e20a20982d6e1a7cd01bccef469cc549f,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0
